speaker1,statement1,speaker2,statement2,label
Savannah Guthrie,"There’s been some talk, including from the White House lately that perhaps it approves of what’s called herd immunity. That’s where you basically just let young people and everybody gets sick. You try to protect the old people and those who are sick. And hopefully, it gets up to a certain level, and now we’re all immune.",President Trump,We saved 2 million people.,Counterargument
Savannah Guthrie,"There’s been some talk, including from the White House lately that perhaps it approves of what’s called herd immunity. That’s where you basically just let young people and everybody gets sick. You try to protect the old people and those who are sick. And hopefully, it gets up to a certain level, and now we’re all immune.",President Trump,"I don’t know, let me tell you what is happening. I left North Carolina, which I love. I left Pennsylvania. We won a big case in Michigan because that governor has a lockdown where nobody but her husband can do anything. He can go boating and do whatever he wants, but nobody else can. The fact is we’re winning all these cases because it’s unconstitutional what they’re doing. And I think they’re doing it for political reasons. But the fact is the cure, you can’t let this continue to go on with the lockdowns. And I believe that on November 4th, you’re going to have a lot of these governors.",Counterargument
Savannah Guthrie,"So let’s just be clear about it. It also means more deaths. Do you support herd immunity as a strategy? Essentially, just let people get sick?",President Trump,We saved 2 million people.,Counterargument
Savannah Guthrie,"So let’s just be clear about it. It also means more deaths. Do you support herd immunity as a strategy? Essentially, just let people get sick?",President Trump,"I don’t know, let me tell you what is happening. I left North Carolina, which I love. I left Pennsylvania. We won a big case in Michigan because that governor has a lockdown where nobody but her husband can do anything. He can go boating and do whatever he wants, but nobody else can. The fact is we’re winning all these cases because it’s unconstitutional what they’re doing. And I think they’re doing it for political reasons. But the fact is the cure, you can’t let this continue to go on with the lockdowns. And I believe that on November 4th, you’re going to have a lot of these governors.",Counterargument
Savannah Guthrie,"So let’s just be clear about it. It also means more deaths. Do you support herd immunity as a strategy? Essentially, just let people get sick?",President Trump,"Look at what’s happening to New York. New York is a mess. They lost almost 40,000 people. They have a lockdown like you’ve never seen. Now they’re open, it’s like a ghost town. And Savannah, it’s very important. People are leaving New York by the thousands, and you’re going to have a hard time ever building it up again. So that cure, that so called cure that you talk about, it can’t be worse than the problem. The problem is a bad problem.",Counterargument
Savannah Guthrie,"That 2 million figure, though, is if you literally did nothing.",President Trump,"I don’t know, let me tell you what is happening. I left North Carolina, which I love. I left Pennsylvania. We won a big case in Michigan because that governor has a lockdown where nobody but her husband can do anything. He can go boating and do whatever he wants, but nobody else can. The fact is we’re winning all these cases because it’s unconstitutional what they’re doing. And I think they’re doing it for political reasons. But the fact is the cure, you can’t let this continue to go on with the lockdowns. And I believe that on November 4th, you’re going to have a lot of these governors.",Counterargument
Savannah Guthrie,"That 2 million figure, though, is if you literally did nothing.",President Trump,"Look at what’s happening to New York. New York is a mess. They lost almost 40,000 people. They have a lockdown like you’ve never seen. Now they’re open, it’s like a ghost town. And Savannah, it’s very important. People are leaving New York by the thousands, and you’re going to have a hard time ever building it up again. So that cure, that so called cure that you talk about, it can’t be worse than the problem. The problem is a bad problem.",Counterargument
Savannah Guthrie,"That 2 million figure, though, is if you literally did nothing.",President Trump,… than the problem. The problem is a bad problem.,Counterargument
Savannah Guthrie,"The 2 million figure is if you did absolutely nothing, it would be 2 million. The question is, should the deaths be better than 200,000, when-",President Trump,"Look at what’s happening to New York. New York is a mess. They lost almost 40,000 people. They have a lockdown like you’ve never seen. Now they’re open, it’s like a ghost town. And Savannah, it’s very important. People are leaving New York by the thousands, and you’re going to have a hard time ever building it up again. So that cure, that so called cure that you talk about, it can’t be worse than the problem. The problem is a bad problem.",Counterargument
Savannah Guthrie,"The 2 million figure is if you did absolutely nothing, it would be 2 million. The question is, should the deaths be better than 200,000, when-",President Trump,… than the problem. The problem is a bad problem.,Counterargument
Savannah Guthrie,"The 2 million figure is if you did absolutely nothing, it would be 2 million. The question is, should the deaths be better than 200,000, when-",President Trump,"Okay, fine.",Counterargument
Savannah Guthrie,We’ve got more questions.,President Trump,… than the problem. The problem is a bad problem.,Counterargument
Savannah Guthrie,We’ve got more questions.,President Trump,"Okay, fine.",Neutral
Savannah Guthrie,We’ve got more questions.,President Trump,"Oh, you always do this.",Counterargument
Savannah Guthrie,We’ve got more questions on COVID-,President Trump,"Okay, fine.",Neutral
Savannah Guthrie,We’ve got more questions on COVID-,President Trump,"Oh, you always do this.",Neutral
Savannah Guthrie,We’ve got more questions on COVID-,President Trump,"No, you always do this.",Counterargument
Savannah Guthrie,"… so let’s drop it, for now. We were supposed to, as mentioned, be watching you on a debate stage right now. We’re not doing that, so let’s clear up a few things from the last one. You were asked point blank to denounce white supremacy. In the moment, you didn’t. You asked some follow up questions. “Who, specifically?” A couple of days later, on a different show-",President Trump,"Oh, you always do this.",Counterargument
Savannah Guthrie,"… so let’s drop it, for now. We were supposed to, as mentioned, be watching you on a debate stage right now. We’re not doing that, so let’s clear up a few things from the last one. You were asked point blank to denounce white supremacy. In the moment, you didn’t. You asked some follow up questions. “Who, specifically?” A couple of days later, on a different show-",President Trump,"No, you always do this.",Counterargument
Savannah Guthrie,"… so let’s drop it, for now. We were supposed to, as mentioned, be watching you on a debate stage right now. We’re not doing that, so let’s clear up a few things from the last one. You were asked point blank to denounce white supremacy. In the moment, you didn’t. You asked some follow up questions. “Who, specifically?” A couple of days later, on a different show-",President Trump,"You’ve done this to me, and everybody-",Counterargument
Savannah Guthrie,… you denounced white supremacy.,President Trump,"No, you always do this.",Counterargument
Savannah Guthrie,… you denounced white supremacy.,President Trump,"You’ve done this to me, and everybody-",Counterargument
Savannah Guthrie,… you denounced white supremacy.,President Trump,I denounce white supremacy. Okay?,Restatement
Savannah Guthrie,My question to you is-,President Trump,"You’ve done this to me, and everybody-",Counterargument
Savannah Guthrie,My question to you is-,President Trump,I denounce white supremacy. Okay?,Neutral
Savannah Guthrie,My question to you is-,President Trump,"I’ve denounced white supremacy, for years, but you always do it. You always start off with the question. You didn’t ask Joe Biden, whether or not he denounces Antifa. I watched him on the same basic show with Lester Holt, and he was asking questions like Biden was a child.",Counterargument
Savannah Guthrie,… why does it seem like-,President Trump,I denounce white supremacy. Okay?,Counterargument
Savannah Guthrie,… why does it seem like-,President Trump,"I’ve denounced white supremacy, for years, but you always do it. You always start off with the question. You didn’t ask Joe Biden, whether or not he denounces Antifa. I watched him on the same basic show with Lester Holt, and he was asking questions like Biden was a child.",Counterargument
Savannah Guthrie,… why does it seem like-,President Trump,"So, are you ready? Are you… Wait. Are you listening? I denounce white supremacy.",Neutral
Savannah Guthrie,"You did, two days later.",President Trump,"I’ve denounced white supremacy, for years, but you always do it. You always start off with the question. You didn’t ask Joe Biden, whether or not he denounces Antifa. I watched him on the same basic show with Lester Holt, and he was asking questions like Biden was a child.",Counterargument
Savannah Guthrie,"You did, two days later.",President Trump,"So, are you ready? Are you… Wait. Are you listening? I denounce white supremacy.",Counterargument
Savannah Guthrie,"You did, two days later.",President Trump,What’s your next question?,Neutral
Savannah Guthrie,"Well, so this is a little bit of a dodge.",President Trump,"So, are you ready? Are you… Wait. Are you listening? I denounce white supremacy.",Counterargument
Savannah Guthrie,"Well, so this is a little bit of a dodge.",President Trump,What’s your next question?,Neutral
Savannah Guthrie,"Well, so this is a little bit of a dodge.",President Trump,"Hesitant? Here we go again. Every time… In fact, my people came, “I’m sure they’ll ask you the white supremacy question.” I denounce white supremacy.",Counterargument
Savannah Guthrie,Okay.,President Trump,What’s your next question?,Neutral
Savannah Guthrie,Okay.,President Trump,"Hesitant? Here we go again. Every time… In fact, my people came, “I’m sure they’ll ask you the white supremacy question.” I denounce white supremacy.",Neutral
Savannah Guthrie,Okay.,President Trump,"And frankly, you want to know something? I denounce Antifa, and I denounce these people on the left that are burning down our cities, that are run by Democrats who don’t know what they’re doing-",Counterargument
Savannah Guthrie,"Do you feel, it feels sometimes you’re hesitant to do so, like you wait a beat.",President Trump,"Hesitant? Here we go again. Every time… In fact, my people came, “I’m sure they’ll ask you the white supremacy question.” I denounce white supremacy.",Counterargument
Savannah Guthrie,"Do you feel, it feels sometimes you’re hesitant to do so, like you wait a beat.",President Trump,"And frankly, you want to know something? I denounce Antifa, and I denounce these people on the left that are burning down our cities, that are run by Democrats who don’t know what they’re doing-",Counterargument
Savannah Guthrie,"Do you feel, it feels sometimes you’re hesitant to do so, like you wait a beat.",President Trump,"So, I know [crosstalk 00:18:35]-",Neutral
Savannah Guthrie,Okay.,President Trump,"And frankly, you want to know something? I denounce Antifa, and I denounce these people on the left that are burning down our cities, that are run by Democrats who don’t know what they’re doing-",Counterargument
Savannah Guthrie,Okay.,President Trump,"So, I know [crosstalk 00:18:35]-",Neutral
Savannah Guthrie,Okay.,President Trump,Yeah.,Neutral
Savannah Guthrie,"All right, while we’re denouncing, let me ask you about QAnon. It is this theory that Democrats are a satanic pedophile ring and that you are the savior, of that. Now can you just, once and for all, state that that is completely not true, and-",President Trump,"So, I know [crosstalk 00:18:35]-",Counterargument
Savannah Guthrie,"All right, while we’re denouncing, let me ask you about QAnon. It is this theory that Democrats are a satanic pedophile ring and that you are the savior, of that. Now can you just, once and for all, state that that is completely not true, and-",President Trump,Yeah.,Counterargument
Savannah Guthrie,"All right, while we’re denouncing, let me ask you about QAnon. It is this theory that Democrats are a satanic pedophile ring and that you are the savior, of that. Now can you just, once and for all, state that that is completely not true, and-",President Trump,I know nothing about QAnon.,Counterargument
Savannah Guthrie,… disavow QAnon-,President Trump,Yeah.,Restatement
Savannah Guthrie,… disavow QAnon-,President Trump,I know nothing about QAnon.,Counterargument
Savannah Guthrie,… disavow QAnon-,President Trump,"I know very little. You told me, but what you tell me, doesn’t necessarily make it fact. I hate to say that. I know nothing about it. I do know they are very much against pedophilia. They fight it very hard. But I know nothing about it. If you’d like me to-",Counterargument
Savannah Guthrie,… in its entirety?,President Trump,I know nothing about QAnon.,Neutral
Savannah Guthrie,… in its entirety?,President Trump,"I know very little. You told me, but what you tell me, doesn’t necessarily make it fact. I hate to say that. I know nothing about it. I do know they are very much against pedophilia. They fight it very hard. But I know nothing about it. If you’d like me to-",Counterargument
Savannah Guthrie,… in its entirety?,President Trump,"… study the subject. I’ll tell you what I do know about. I know about Antifa, and I know about the radical left, and I know how violent they are and how vicious they are. And I know how they are burning down cities run by Democrats, not run by Republicans.",Counterargument
Savannah Guthrie,I just told you.,President Trump,"I know very little. You told me, but what you tell me, doesn’t necessarily make it fact. I hate to say that. I know nothing about it. I do know they are very much against pedophilia. They fight it very hard. But I know nothing about it. If you’d like me to-",Counterargument
Savannah Guthrie,I just told you.,President Trump,"… study the subject. I’ll tell you what I do know about. I know about Antifa, and I know about the radical left, and I know how violent they are and how vicious they are. And I know how they are burning down cities run by Democrats, not run by Republicans.",Counterargument
Savannah Guthrie,I just told you.,President Trump,He may be right.,Neutral
Savannah Guthrie,They believe that it is a Satanic cult run by the deep state.,President Trump,"… study the subject. I’ll tell you what I do know about. I know about Antifa, and I know about the radical left, and I know how violent they are and how vicious they are. And I know how they are burning down cities run by Democrats, not run by Republicans.",Counterargument
Savannah Guthrie,They believe that it is a Satanic cult run by the deep state.,President Trump,He may be right.,Counterargument
Savannah Guthrie,They believe that it is a Satanic cult run by the deep state.,President Trump,Can I be honest? He may be right. I just don’t know about QAnon.,Counterargument
Savannah Guthrie,"Republican Senator Ben Sasse said, quote, “QAnon is nuts and real leaders call conspiracy theories, conspiracy theories.”",President Trump,He may be right.,Counterargument
Savannah Guthrie,"Republican Senator Ben Sasse said, quote, “QAnon is nuts and real leaders call conspiracy theories, conspiracy theories.”",President Trump,Can I be honest? He may be right. I just don’t know about QAnon.,Counterargument
Savannah Guthrie,"Republican Senator Ben Sasse said, quote, “QAnon is nuts and real leaders call conspiracy theories, conspiracy theories.”",President Trump,"I don’t know. No, I don’t know. I don’t know. You tell me all about it.",Counterargument
Savannah Guthrie,"Why not just say, it’s crazy and not true?",President Trump,Can I be honest? He may be right. I just don’t know about QAnon.,Counterargument
Savannah Guthrie,"Why not just say, it’s crazy and not true?",President Trump,"I don’t know. No, I don’t know. I don’t know. You tell me all about it.",Neutral
Savannah Guthrie,"Why not just say, it’s crazy and not true?",President Trump,Let’s waste the whole show. You start off with white supremacy. I denounce it. You start off with something else. Let’s go. Keep asking me these questions. But let me just-,Counterargument
Savannah Guthrie,You do know.,President Trump,"I don’t know. No, I don’t know. I don’t know. You tell me all about it.",Counterargument
Savannah Guthrie,You do know.,President Trump,Let’s waste the whole show. You start off with white supremacy. I denounce it. You start off with something else. Let’s go. Keep asking me these questions. But let me just-,Counterargument
Savannah Guthrie,You do know.,President Trump,"… let me just tell you. What I do hear about it, is they are very strongly against pedophilia. And I agree with that. I mean, I do agree with that-",Counterargument
Savannah Guthrie,Let me ask you another thing.,President Trump,Let’s waste the whole show. You start off with white supremacy. I denounce it. You start off with something else. Let’s go. Keep asking me these questions. But let me just-,Counterargument
Savannah Guthrie,Let me ask you another thing.,President Trump,"… let me just tell you. What I do hear about it, is they are very strongly against pedophilia. And I agree with that. I mean, I do agree with that-",Neutral
Savannah Guthrie,Let me ask you another thing.,President Trump,… and I agree with it very strongly.,Neutral
Savannah Guthrie,"Okay, I do have one more in this vein.",President Trump,"… let me just tell you. What I do hear about it, is they are very strongly against pedophilia. And I agree with that. I mean, I do agree with that-",Counterargument
Savannah Guthrie,"Okay, I do have one more in this vein.",President Trump,… and I agree with it very strongly.,Restatement
Savannah Guthrie,"Okay, I do have one more in this vein.",President Trump,I have no idea. I know nothing about them.,Counterargument
Savannah Guthrie,Okay.,President Trump,… and I agree with it very strongly.,Restatement
Savannah Guthrie,Okay.,President Trump,I have no idea. I know nothing about them.,Neutral
Savannah Guthrie,Okay.,President Trump,"No, I don’t know that.",Neutral
Savannah Guthrie,But there’s not a Satanic pedophile cult being run by-,President Trump,I have no idea. I know nothing about them.,Counterargument
Savannah Guthrie,But there’s not a Satanic pedophile cult being run by-,President Trump,"No, I don’t know that.",Neutral
Savannah Guthrie,But there’s not a Satanic pedophile cult being run by-,President Trump,"And neither do you, know that.",Counterargument
Savannah Guthrie,You don’t know that? Okay.,President Trump,"No, I don’t know that.",Neutral
Savannah Guthrie,You don’t know that? Okay.,President Trump,"And neither do you, know that.",Counterargument
Savannah Guthrie,You don’t know that? Okay.,President Trump,Why aren’t you asking me about Antifa? Why aren’t you asking me about the radical left?,Counterargument
Savannah Guthrie,"You, just this week-",President Trump,"And neither do you, know that.",Counterargument
Savannah Guthrie,"You, just this week-",President Trump,Why aren’t you asking me about Antifa? Why aren’t you asking me about the radical left?,Counterargument
Savannah Guthrie,"You, just this week-",President Trump,"Why aren’t you asking Joe Biden questions about, why doesn’t he condemn Antifa? Why does he say it doesn’t exist?",Counterargument
Savannah Guthrie,"Okay. Just this week, you retweeted-",President Trump,Why aren’t you asking me about Antifa? Why aren’t you asking me about the radical left?,Counterargument
Savannah Guthrie,"Okay. Just this week, you retweeted-",President Trump,"Why aren’t you asking Joe Biden questions about, why doesn’t he condemn Antifa? Why does he say it doesn’t exist?",Counterargument
Savannah Guthrie,"Okay. Just this week, you retweeted-",President Trump,"Antifa, no, excuse me. That’s so cute. Antifa exists. They’re vicious, they’re violent. They kill people, and they’re burning down our cities. And they happen to be radical left.",Counterargument
Savannah Guthrie,"Because you just, because you’re volunteering it.",President Trump,"Why aren’t you asking Joe Biden questions about, why doesn’t he condemn Antifa? Why does he say it doesn’t exist?",Counterargument
Savannah Guthrie,"Because you just, because you’re volunteering it.",President Trump,"Antifa, no, excuse me. That’s so cute. Antifa exists. They’re vicious, they’re violent. They kill people, and they’re burning down our cities. And they happen to be radical left.",Counterargument
Savannah Guthrie,"Because you just, because you’re volunteering it.",President Trump,"I know nothing about it, can I [crosstalk 00:20:36]-",Counterargument
Savannah Guthrie,"Because you’re here, before me.",President Trump,"Antifa, no, excuse me. That’s so cute. Antifa exists. They’re vicious, they’re violent. They kill people, and they’re burning down our cities. And they happen to be radical left.",Counterargument
Savannah Guthrie,"Because you’re here, before me.",President Trump,"I know nothing about it, can I [crosstalk 00:20:36]-",Neutral
Savannah Guthrie,"Because you’re here, before me.",President Trump,That was a retweet. That was an opinion of somebody-,Neutral
Savannah Guthrie,"Just this week, you retweeted to your 87 million followers, a conspiracy theory that Joe Biden orchestrated to have SEAL Team Six, the Navy SEAL Team Six, killed to cover up the fake death of Bin Laden. Now, why would you send a lie like that to your followers?",President Trump,"I know nothing about it, can I [crosstalk 00:20:36]-",Counterargument
Savannah Guthrie,"Just this week, you retweeted to your 87 million followers, a conspiracy theory that Joe Biden orchestrated to have SEAL Team Six, the Navy SEAL Team Six, killed to cover up the fake death of Bin Laden. Now, why would you send a lie like that to your followers?",President Trump,That was a retweet. That was an opinion of somebody-,Counterargument
Savannah Guthrie,"Just this week, you retweeted to your 87 million followers, a conspiracy theory that Joe Biden orchestrated to have SEAL Team Six, the Navy SEAL Team Six, killed to cover up the fake death of Bin Laden. Now, why would you send a lie like that to your followers?",President Trump,…. and that was a retweet. I’ll put it out there. People can decide for themselves. I don’t take a position.,Counterargument
Savannah Guthrie,You retweeted it.,President Trump,That was a retweet. That was an opinion of somebody-,Neutral
Savannah Guthrie,You retweeted it.,President Trump,…. and that was a retweet. I’ll put it out there. People can decide for themselves. I don’t take a position.,Counterargument
Savannah Guthrie,You retweeted it.,President Trump,"No, no. No, no.",Counterargument
Savannah Guthrie,But-,President Trump,…. and that was a retweet. I’ll put it out there. People can decide for themselves. I don’t take a position.,Counterargument
Savannah Guthrie,But-,President Trump,"No, no. No, no.",Counterargument
Savannah Guthrie,But-,President Trump,"That was a retweet. And I do a lot of retweets. And frankly, because the media is so fake, and so corrupt, if I didn’t have social media… I don’t call it Twitter, I call it social media. I wouldn’t be able to get the word out. And the word is-",Counterargument
Savannah Guthrie,"I don’t get that, you’re the President. You’re not like, someone’s crazy uncle who can just-",President Trump,"No, no. No, no.",Counterargument
Savannah Guthrie,"I don’t get that, you’re the President. You’re not like, someone’s crazy uncle who can just-",President Trump,"That was a retweet. And I do a lot of retweets. And frankly, because the media is so fake, and so corrupt, if I didn’t have social media… I don’t call it Twitter, I call it social media. I wouldn’t be able to get the word out. And the word is-",Counterargument
Savannah Guthrie,"I don’t get that, you’re the President. You’re not like, someone’s crazy uncle who can just-",President Trump,"… and you know what the word is? The word is very simple. We’re building our country, stronger and better than it’s ever been before.",Counterargument
Savannah Guthrie,"… retweet, whatever.",President Trump,"That was a retweet. And I do a lot of retweets. And frankly, because the media is so fake, and so corrupt, if I didn’t have social media… I don’t call it Twitter, I call it social media. I wouldn’t be able to get the word out. And the word is-",Counterargument
Savannah Guthrie,"… retweet, whatever.",President Trump,"… and you know what the word is? The word is very simple. We’re building our country, stronger and better than it’s ever been before.",Counterargument
Savannah Guthrie,"… retweet, whatever.",President Trump,And that’s what’s happening. And everybody knows it.,Counterargument
Savannah Guthrie,"Well, the word is false.",President Trump,"… and you know what the word is? The word is very simple. We’re building our country, stronger and better than it’s ever been before.",Counterargument
Savannah Guthrie,"Well, the word is false.",President Trump,And that’s what’s happening. And everybody knows it.,Counterargument
Savannah Guthrie,"Well, the word is false.",President Trump,You know what else the word is? We’re winning in a lot of states.,Counterargument
Savannah Guthrie,Let’s stop-,President Trump,And that’s what’s happening. And everybody knows it.,Counterargument
Savannah Guthrie,Let’s stop-,President Trump,You know what else the word is? We’re winning in a lot of states.,Counterargument
Savannah Guthrie,Let’s stop-,President Trump,We’re winning in a lot of States. You’re going to see that.,Neutral
Savannah Guthrie,"Okay, we’ve got a bunch of questions for you.",President Trump,You know what else the word is? We’re winning in a lot of states.,Counterargument
Savannah Guthrie,"Okay, we’ve got a bunch of questions for you.",President Trump,We’re winning in a lot of States. You’re going to see that.,Counterargument
Savannah Guthrie,"Okay, we’ve got a bunch of questions for you.",President Trump,"Sure, they can. And do you know what?",Neutral
Savannah Guthrie,Okay.,President Trump,We’re winning in a lot of States. You’re going to see that.,Counterargument
Savannah Guthrie,Okay.,President Trump,"Sure, they can. And do you know what?",Neutral
Savannah Guthrie,Okay.,President Trump,"Win or lose, that’s the way I want it to be. But when I see thousands of ballots, right? Unsolicited ballots, being given out by the millions, and thousands of them are dumped in dumpsters. And when you see ballots with the name Trump, military ballots, from our great military. And they’re dumped in garbage cans-",Counterargument
Savannah Guthrie,"Well, let me ask… Okay. I’m glad you brought up the election, because I do want to ask about that. That’s another kind of leftover item. A lot of people have asked you, will you accept a peaceful transfer of power? You have said, repeatedly, “The only way we lose this election is, if it is rigged.” Now, that is simply not true. The fact is, either candidate can lose fair and square, without ballot fraud.",President Trump,"Sure, they can. And do you know what?",Counterargument
Savannah Guthrie,"Well, let me ask… Okay. I’m glad you brought up the election, because I do want to ask about that. That’s another kind of leftover item. A lot of people have asked you, will you accept a peaceful transfer of power? You have said, repeatedly, “The only way we lose this election is, if it is rigged.” Now, that is simply not true. The fact is, either candidate can lose fair and square, without ballot fraud.",President Trump,"Win or lose, that’s the way I want it to be. But when I see thousands of ballots, right? Unsolicited ballots, being given out by the millions, and thousands of them are dumped in dumpsters. And when you see ballots with the name Trump, military ballots, from our great military. And they’re dumped in garbage cans-",Counterargument
Savannah Guthrie,"Well, let me ask… Okay. I’m glad you brought up the election, because I do want to ask about that. That’s another kind of leftover item. A lot of people have asked you, will you accept a peaceful transfer of power? You have said, repeatedly, “The only way we lose this election is, if it is rigged.” Now, that is simply not true. The fact is, either candidate can lose fair and square, without ballot fraud.",President Trump,"No, no, it’s happening every day.",Counterargument
Savannah Guthrie,"So, will you accept the results of the election?",President Trump,"Win or lose, that’s the way I want it to be. But when I see thousands of ballots, right? Unsolicited ballots, being given out by the millions, and thousands of them are dumped in dumpsters. And when you see ballots with the name Trump, military ballots, from our great military. And they’re dumped in garbage cans-",Counterargument
Savannah Guthrie,"So, will you accept the results of the election?",President Trump,"No, no, it’s happening every day.",Counterargument
Savannah Guthrie,"So, will you accept the results of the election?",President Trump,"Oh, really? Well, then he’s not doing a very good job. All you have to do is pick up the papers every day. 50,000 in Ohio, the great state of Ohio. 50,000 in another location, I think North Carolina. 500,000 applications in Virginia. No, no, there’s a tremendous problem.",Counterargument
Savannah Guthrie,"That is a handful… We could go all night, which we won’t.",President Trump,"No, no, it’s happening every day.",Counterargument
Savannah Guthrie,"That is a handful… We could go all night, which we won’t.",President Trump,"Oh, really? Well, then he’s not doing a very good job. All you have to do is pick up the papers every day. 50,000 in Ohio, the great state of Ohio. 50,000 in another location, I think North Carolina. 500,000 applications in Virginia. No, no, there’s a tremendous problem.",Counterargument
Savannah Guthrie,"That is a handful… We could go all night, which we won’t.",President Trump,"But let me just tell you, they talk about the peaceful transfer, right? They spied on my campaign and they got caught. And they spied heavily, on my campaign. And they tried to take down a duly elected sitting president. And then, they talk about, “Will you accept a peaceful transfer?” And the answer is, yes, I will. But I want it to be an honest election. And so does everybody else. When I see thousands of ballots dumped in a garbage can, and they happen to have my name on it? I’m not happy about that.",Counterargument
Savannah Guthrie,"But, we could go all night, one by one. A single case, a single day. You’re talking about 150 million votes. Your own FBI director says, there is no evidence of widespread fraud.",President Trump,"Oh, really? Well, then he’s not doing a very good job. All you have to do is pick up the papers every day. 50,000 in Ohio, the great state of Ohio. 50,000 in another location, I think North Carolina. 500,000 applications in Virginia. No, no, there’s a tremendous problem.",Counterargument
Savannah Guthrie,"But, we could go all night, one by one. A single case, a single day. You’re talking about 150 million votes. Your own FBI director says, there is no evidence of widespread fraud.",President Trump,"But let me just tell you, they talk about the peaceful transfer, right? They spied on my campaign and they got caught. And they spied heavily, on my campaign. And they tried to take down a duly elected sitting president. And then, they talk about, “Will you accept a peaceful transfer?” And the answer is, yes, I will. But I want it to be an honest election. And so does everybody else. When I see thousands of ballots dumped in a garbage can, and they happen to have my name on it? I’m not happy about that.",Counterargument
Savannah Guthrie,"But, we could go all night, one by one. A single case, a single day. You’re talking about 150 million votes. Your own FBI director says, there is no evidence of widespread fraud.",President Trump,"Could I ask you, how can you say that?",Counterargument
Savannah Guthrie,"Okay, but just… Those are case, there is no, there is in fact, no evidence of widespread fraud. And you are sowing doubt about our democracy.",President Trump,"But let me just tell you, they talk about the peaceful transfer, right? They spied on my campaign and they got caught. And they spied heavily, on my campaign. And they tried to take down a duly elected sitting president. And then, they talk about, “Will you accept a peaceful transfer?” And the answer is, yes, I will. But I want it to be an honest election. And so does everybody else. When I see thousands of ballots dumped in a garbage can, and they happen to have my name on it? I’m not happy about that.",Counterargument
Savannah Guthrie,"Okay, but just… Those are case, there is no, there is in fact, no evidence of widespread fraud. And you are sowing doubt about our democracy.",President Trump,"Could I ask you, how can you say that?",Counterargument
Savannah Guthrie,"Okay, but just… Those are case, there is no, there is in fact, no evidence of widespread fraud. And you are sowing doubt about our democracy.",President Trump,How can you say that? You do read newspapers?,Neutral
Savannah Guthrie,Our democracy.,President Trump,"Could I ask you, how can you say that?",Counterargument
Savannah Guthrie,Our democracy.,President Trump,How can you say that? You do read newspapers?,Counterargument
Savannah Guthrie,Our democracy.,President Trump,You do watch the news?,Neutral
Savannah Guthrie,I do.,President Trump,How can you say that? You do read newspapers?,Counterargument
Savannah Guthrie,I do.,President Trump,You do watch the news?,Neutral
Savannah Guthrie,I do.,President Trump,"I know you read the news, but do you watch it?",Neutral
Savannah Guthrie,"Yes, I do.",President Trump,You do watch the news?,Counterargument
Savannah Guthrie,"Yes, I do.",President Trump,"I know you read the news, but do you watch it?",Neutral
Savannah Guthrie,"Yes, I do.",President Trump,"Because, every day, they’re talking about ballots that are corrupt, that are fraudulent.",Counterargument
Savannah Guthrie,I do.,President Trump,"I know you read the news, but do you watch it?",Neutral
Savannah Guthrie,I do.,President Trump,"Because, every day, they’re talking about ballots that are corrupt, that are fraudulent.",Counterargument
Savannah Guthrie,I do.,President Trump,Sure.,Restatement
Savannah Guthrie,And millions that are-,President Trump,"Because, every day, they’re talking about ballots that are corrupt, that are fraudulent.",Counterargument
Savannah Guthrie,And millions that are-,President Trump,Sure.,Restatement
Savannah Guthrie,And millions that are-,President Trump,"Sure, sure. But you can win a race… Take a look at me. You can win a race by 1%.",Counterargument
Savannah Guthrie,… being processed right now.,President Trump,Sure.,Neutral
Savannah Guthrie,… being processed right now.,President Trump,"Sure, sure. But you can win a race… Take a look at me. You can win a race by 1%.",Counterargument
Savannah Guthrie,… being processed right now.,President Trump,"I’m not, I don’t want that to happen.",Counterargument
Savannah Guthrie,"So why are you laying the groundwork for that, right now?",President Trump,"Sure, sure. But you can win a race… Take a look at me. You can win a race by 1%.",Counterargument
Savannah Guthrie,"So why are you laying the groundwork for that, right now?",President Trump,"I’m not, I don’t want that to happen.",Counterargument
Savannah Guthrie,"So why are you laying the groundwork for that, right now?",President Trump,You know what? I don’t want that to happen. Savannah. I want it to be clean.,Counterargument
Savannah Guthrie,"It’s like, if I go play tennis with my husband and I say, ” My ankle is hurting right now.”",President Trump,"I’m not, I don’t want that to happen.",Counterargument
Savannah Guthrie,"It’s like, if I go play tennis with my husband and I say, ” My ankle is hurting right now.”",President Trump,You know what? I don’t want that to happen. Savannah. I want it to be clean.,Counterargument
Savannah Guthrie,"It’s like, if I go play tennis with my husband and I say, ” My ankle is hurting right now.”",President Trump,"And I want… I really feel we’re going to win, but I want this to be clean.",Neutral
Savannah Guthrie,Okay.,President Trump,You know what? I don’t want that to happen. Savannah. I want it to be clean.,Counterargument
Savannah Guthrie,Okay.,President Trump,"And I want… I really feel we’re going to win, but I want this to be clean.",Neutral
Savannah Guthrie,Okay.,President Trump,"But it’s sort of ironic that you, and them, talk about the peaceful transfer when I spent three and a half years fighting off these maniacs. And now, it turns out, everything’s there. That they were the ones that dealt with Russia, and it’s too bad.",Counterargument
Savannah Guthrie,Let’s get to questions.,President Trump,"And I want… I really feel we’re going to win, but I want this to be clean.",Neutral
Savannah Guthrie,Let’s get to questions.,President Trump,"But it’s sort of ironic that you, and them, talk about the peaceful transfer when I spent three and a half years fighting off these maniacs. And now, it turns out, everything’s there. That they were the ones that dealt with Russia, and it’s too bad.",Counterargument
